Delay -5C 15C 35C 55C
-4000.75862 7.2e-05 0.000293 0.00016 0.000231
-3999.75793 0.00014 0.000168 0.000149 9e-05
-3998.75724 0.000204 0.000218 0.000127 0.00022
-3997.75655 0.000164 0.000313 0.000116 0.000223
-3996.75586 0.000162 0.000288 5.1e-05 0.000133
-3995.75517 0.000118 0.000345 1.6e-05 0.00027
-3994.75448 6.4e-05 0.000126 0.00029 0.000169
-3993.75379 9.3e-05 0.000197 0.000228 6e-06
-3992.7531 0.000201 0.000216 0.000153 0.000134
-3991.75241 1.8e-05 8.4e-05 0.000177 0.000102
-3990.75172 0.000112 0.00014 0.00022 0.000151
-3989.75103 -5e-06 0.000197 0.000104 0.000301
-3988.75034 1e-05 0.000207 7.4e-05 0
-3987.74965 0.000179 -4.7e-05 4.6e-05 0.000145
-3986.74896 3.7e-05 0.00013 0.000131 9.6e-05
-3985.74827 -6e-06 8.5e-05 3.3e-05 8.4e-05
-3984.74758 1e-05 0.000202 1.5e-05 4.4e-05
-3983.74689 0.000274 6.5e-05 0.000132 0.000181
-3982.7462 0.000155 9.8e-05 0.000144 3.5e-05
-3981.74551 -7.8e-05 4.8e-05 0.000142 0.000125
-3980.74482 5.9e-05 -2.4e-05 0.000176 0.0001
-3979.74413 0.000171 -5.2e-05 0.000102 0.000108
-3978.74344 7.1e-05 8.2e-05 -2.6e-05 6.7e-05
-3977.74275 1.2e-05 8.1e-05 0.000112 5.3e-05
-3976.74206 2e-05 -8.3e-05 2.1e-05 -3.1e-05
-3975.74137 -7e-06 9.1e-05 9.2e-05 -9e-06
-3974.74068 6.6e-05 8.1e-05 4e-05 -1.1e-05
-3973.73999 3.5e-05 -9e-06 0.000137 -4.2e-05
-3972.7393 -0.000237 9.4e-05 0.000179 -3.3e-05
-3971.73861 9e-05 0.00019 5e-05 -1.3e-05
-3970.73792 2.9e-05 3.6e-05 3e-06 2e-06
-3969.73723 7e-06 0.00019 -1e-05 9.6e-05
-3968.73654 3.4e-05 0.00016 4.3e-05 -7.1e-05
-3967.73585 -4.1e-05 0.000111 1e-05 5.4e-05
-3966.73516 2.9e-05 0.000175 7e-05 6.5e-05
-3965.73447 -0.000123 9.5e-05 -1e-06 2.7e-05
-3964.73378 -3.3e-05 0.000113 -5.9e-05 -0.000102
-3963.73309 -7.8e-05 0.000269 -2.9e-05 -6.5e-05
-3962.7324 5.8e-05 -4e-06 0.000197 8.8e-05
-3961.73171 -4e-06 2e-05 4.4e-05 -9.4e-05
-3960.73102 -9e-05 0.000116 0.000118 6.5e-05
-3959.73033 -7e-05 -4.6e-05 0.000211 2.1e-05
-3958.72964 1.7e-05 9.4e-05 1.3e-05 -2.2e-05
-3957.72895 -8e-06 0.000132 8.3e-05 1.2e-05
-3956.72826 -7.3e-05 0.000129 4.5e-05 0.000189
-3955.72757 8.5e-05 0.000122 2.1e-05 -7.3e-05
-3954.72688 -5.8e-05 7.4e-05 0.000114 -3.7e-05
-3953.72619 0.000109 5.8e-05 7.3e-05 6.9e-05
-3952.7255 7e-05 8.9e-05 6.7e-05 3.3e-05
-3951.72481 -7.1e-05 4.4e-05 -9.5e-05 1.1e-05
-3950.72412 0.000139 0.000131 7.2e-05 0.000105
-3949.72343 -2.3e-05 -2.5e-05 0.000183 5.8e-05
-3948.72274 5.8e-05 7.4e-05 0.00018 3.5e-05
-3947.72205 -0.000114 0.000116 -2.3e-05 -3.9e-05
-3946.72136 -2.2e-05 0.000187 0.000106 -0.000144
-3945.72067 8e-05 0.000103 -2.8e-05 0.000128
-3944.71998 0.000209 9e-06 0.000232 1e-06
-3943.71929 -0.000105 0.000154 1.1e-05 -3.3e-05
-3942.7186 7.3e-05 0.000127 3.2e-05 2.7e-05
-3941.71791 0.000133 0.000156 1.5e-05 2.8e-05
-3940.71722 5.5e-05 0.000144 3.3e-05 2.3e-05
-3939.71653 4.7e-05 0.000175 7.4e-05 3.5e-05
-3938.71584 -0.000116 0.000168 4.1e-05 0.000108
-3937.71515 4.4e-05 -1.7e-05 -2.6e-05 9.1e-05
-3936.71446 -0.000124 1.2e-05 -8.2e-05 -0.000133
-3935.71377 -0.000164 2.5e-05 0.000117 -5.7e-05
-3934.71308 -8.2e-05 2.9e-05 9.1e-05 6.5e-05
-3933.71239 -2.1e-05 6.1e-05 3e-06 -0.00012
-3932.7117 -5.5e-05 0.000127 -2.4e-05 5e-06
-3931.71101 0.000174 2.8e-05 -1e-06 3.3e-05
-3930.71032 0.000132 1.2e-05 1.4e-05 -6.1e-05
-3929.70963 0.000111 9.1e-05 3.7e-05 -4.9e-05
-3928.70894 0.000188 3.7e-05 -2.6e-05 2.1e-05
-3927.70825 0 -9e-06 -7.1e-05 -8.1e-05
-3926.70756 7.4e-05 0.000124 -1.8e-05 -4.8e-05
-3925.70687 -0.000166 0.000106 5.7e-05 -9.1e-05
-3924.70618 -3.3e-05 6.2e-05 -3.4e-05 6.5e-05
-3923.70549 -0.000154 0.000127 -2.3e-05 -6e-05
-3922.7048 -3.6e-05 2.8e-05 -8.8e-05 2.2e-05
-3921.70411 1.1e-05 0.000166 9.7e-05 3.7e-05
-3920.70342 -2.2e-05 -4e-05 0.000204 7.2e-05
-3919.70273 -7.3e-05 3.5e-05 -5.5e-05 -1.6e-05
-3918.70204 -2.3e-05 9.1e-05 -0.000104 4.8e-05
-3917.70135 0.000153 1.9e-05 0.000169 -1.4e-05
-3916.70066 -0.000104 6.2e-05 0.00014 -0.000157
-3915.69997 -9.9e-05 0.00017 2.3e-05 -6e-05
-3914.69928 -0.000147 0.000129 -1.4e-05 -1.3e-05
-3913.69859 -0.000246 8e-05 1.4e-05 5.1e-05
-3912.6979 -0.000146 0.000113 0.000207 8e-06
-3911.69721 0.000181 0.000105 -7.9e-05 -8.5e-05
-3910.69652 -4.5e-05 9.2e-05 0.000135 0.000121
-3909.69583 -5e-05 0.000151 2.2e-05 7e-05
-3908.69514 -0.000101 0.00012 8.9e-05 2.2e-05
-3907.69445 -9e-06 4.5e-05 -2.4e-05 -0.000146
-3906.69376 0.000204 3.8e-05 -5.2e-05 0.00012
-3905.69307 0.000205 1.2e-05 3.1e-05 4.7e-05
-3904.69238 -0.000105 -3.7e-05 0.000134 -9e-06
-3903.69169 -0.00014 2e-06 -6.8e-05 0.000154
-3902.691 -3.9e-05 0.000164 5e-05 3.9e-05
-3901.69031 -4.2e-05 -4.6e-05 0.000202 -4.6e-05
-3900.68962 0.000103 6.2e-05 0.000137 4.9e-05
-3899.68893 8.9e-05 7e-06 -0.000156 5.8e-05
-3898.68824 -3.7e-05 8.1e-05 -4.5e-05 0.000148
-3897.68755 9.1e-05 4.7e-05 0.000117 6.1e-05
-3896.68686 0.000123 -6e-06 6.4e-05 7.9e-05
-3895.68617 -0.000108 0.000158 4.2e-05 -6.3e-05
-3894.68548 -2.9e-05 1.2e-05 -8.3e-05 -1e-06
-3893.68479 -0.000185 6.1e-05 4.4e-05 5.7e-05
-3892.6841 9.4e-05 5.6e-05 0.000118 1.5e-05
-3891.68341 -3.5e-05 -5.5e-05 2.6e-05 9.2e-05
-3890.68272 3e-05 8.2e-05 0.000109 -5.4e-05
-3889.68203 1.2e-05 0.000229 -3.5e-05 -0.000145
-3888.68134 -6.9e-05 0.000143 9.8e-05 -2e-05
-3887.68065 9e-05 6.7e-05 -8e-05 -3.3e-05
-3886.67996 -9.7e-05 0.000234 5.2e-05 0.000143
-3885.67927 -0.00011 8.2e-05 0.000117 4e-06
-3884.67858 -3e-05 8.8e-05 6.1e-05 0.000117
-3883.67789 -9.4e-05 0.000113 -1.7e-05 7.2e-05
-3882.6772 -1e-06 4.3e-05 0.000174 4.7e-05
-3881.67651 6.3e-05 -3.5e-05 3e-06 6.3e-05
-3880.67582 -3.2e-05 0.000108 -4.6e-05 -8.4e-05
-3879.67513 7.7e-05 0.000183 -1e-05 -0.00013
-3878.67444 -8.9e-05 -6.7e-05 -0.000128 4.5e-05
-3877.67375 0.000238 0.000218 9.9e-05 -4.1e-05
-3876.67306 -9.9e-05 0.000108 -1e-05 1.1e-05
-3875.67237 -2.1e-05 7e-05 2.2e-05 -3.6e-05
-3874.67168 2.1e-05 4e-05 -1.7e-05 0
-3873.67099 -0.000138 4.3e-05 4.4e-05 -7e-06
-3872.6703 -0.000127 1.3e-05 2.5e-05 3.6e-05
-3871.66961 0.000152 5.4e-05 -5.5e-05 0.000192
-3870.66892 5.3e-05 1.5e-05 7.4e-05 8.8e-05
-3869.66823 6.8e-05 2.7e-05 8.2e-05 -9e-06
-3868.66754 9e-05 3.8e-05 7.5e-05 9.6e-05
-3867.66685 -0.000119 7.2e-05 2.4e-05 0.000116
-3866.66616 -2.1e-05 8.2e-05 2.1e-05 -5e-06
-3865.66547 3.8e-05 6e-05 4.9e-05 0.000126
-3864.66478 0.000173 2.7e-05 0.000162 0.000132
-3863.66409 -0.000122 -8.2e-05 0.000169 5e-05
-3862.6634 -2.2e-05 0.000135 -1.9e-05 -7e-05
-3861.66271 -3.8e-05 7.3e-05 -4e-06 -1.7e-05
-3860.66202 -5e-05 9.7e-05 4.8e-05 0.000136
-3859.66133 0.000109 8e-06 0.000134 -0.000158
-3858.66064 -8.4e-05 4.3e-05 7e-05 -3.2e-05
-3857.65995 -5.9e-05 0.000154 -3.9e-05 0.000175
-3856.65926 0.00014 0.000109 9.8e-05 4.4e-05
-3855.65857 9.8e-05 0.000242 0.000125 0.000122
-3854.65788 -0.000112 2.3e-05 -5.8e-05 4e-06
-3853.65719 6.7e-05 9.8e-05 0.000117 -2e-06
-3852.6565 8.9e-05 0.000172 -5.3e-05 0.000131
-3851.65581 -4.7e-05 -8.2e-05 3.5e-05 0.000187
-3850.65512 6.2e-05 2.8e-05 -6e-06 0.000151
-3849.65443 8.1e-05 7.4e-05 -4.8e-05 -2.7e-05
-3848.65374 -4.2e-05 4e-05 -9.1e-05 1e-05
-3847.65305 -4.7e-05 0.000156 0.000199 5e-06
-3846.65236 5.6e-05 4e-05 -3.4e-05 3.8e-05
-3845.65167 5.5e-05 0.000183 0.000153 1.5e-05
-3844.65098 -0.000105 0.000181 4.4e-05 3e-06
-3843.65029 -7e-05 0.000295 0.000116 9.9e-05
-3842.6496 2.4e-05 -2e-06 -8.2e-05 0.000145
-3841.64891 -1.3e-05 8.9e-05 0.000104 3.4e-05
-3840.64822 9.8e-05 0.000115 -2.2e-05 -2.9e-05
-3839.64753 0.000193 -8e-05 -4.7e-05 0
-3838.64684 -0.000152 0.000226 7.3e-05 4.2e-05
-3837.64615 -0.000135 4.3e-05 0.000173 -7.6e-05
-3836.64546 -9.1e-05 0.000259 1.5e-05 7.8e-05
-3835.64477 -0.000175 0.000163 5.7e-05 -4.3e-05
-3834.64408 -9.5e-05 0.000106 6.5e-05 -8.6e-05
-3833.64339 2.5e-05 6.8e-05 0.000111 -1.7e-05
-3832.6427 4.5e-05 7.4e-05 0.000123 5.8e-05
-3831.64201 -1.8e-05 0.000244 4e-06 -0.00012
-3830.64132 -7.2e-05 0.000206 9.4e-05 9.9e-05
-3829.64063 -0.000238 0.00014 -1e-06 5.2e-05
-3828.63994 0.000167 4.8e-05 5.4e-05 -4.2e-05
-3827.63925 4.4e-05 -1e-05 9.2e-05 1.3e-05
-3826.63856 -0.000117 6.8e-05 8.8e-05 -7.3e-05
-3825.63787 -0.000112 0.000104 1.8e-05 7.6e-05
-3824.63718 -2.2e-05 3.8e-05 5.8e-05 9.1e-05
-3823.63649 1.1e-05 8.1e-05 0.000136 -9.2e-05
-3822.6358 7.6e-05 0.000177 0.000161 -9e-06
-3821.63511 7.4e-05 4.5e-05 7.6e-05 3.7e-05
-3820.63442 3.6e-05 7e-05 2.1e-05 7.6e-05
-3819.63373 -9.3e-05 -2.9e-05 9.4e-05 3e-06
-3818.63304 -8.2e-05 5.1e-05 4.9e-05 1.6e-05
-3817.63235 8.8e-05 1.4e-05 0.000117 -0.000122
-3816.63166 -6.1e-05 5.9e-05 -6.9e-05 7.4e-05
-3815.63097 -2.3e-05 0.000114 0.000131 3e-05
-3814.63028 -0.000231 5.3e-05 0.000139 -1.4e-05
-3813.62959 4.4e-05 8.1e-05 -3.9e-05 -4.6e-05
-3812.6289 0.000137 -3.6e-05 8.1e-05 7.8e-05
-3811.62821 -9e-06 5.6e-05 0.000225 5e-05
-3810.62752 0.000144 4.4e-05 1.2e-05 5.3e-05
-3809.62683 1.9e-05 0.000171 4.6e-05 0
-3808.62614 0.000107 0.000101 3.8e-05 -2.1e-05
-3807.62545 6e-06 -2.9e-05 0.000108 -0.000101
-3806.62476 0.000162 7.6e-05 0.000105 6e-06
-3805.62407 5.1e-05 4e-06 0.000191 -6.7e-05
-3804.62338 -2.3e-05 6.3e-05 2.1e-05 0.000152
-3803.62269 9.8e-05 0.000264 -8.2e-05 6.9e-05
-3802.622 9.4e-05 8.4e-05 -7.7e-05 4.2e-05
-3801.62131 1.8e-05 2.3e-05 0.000206 1.5e-05
-3800.62062 -2e-05 -8e-05 0.000178 3e-06
-3799.61993 8.1e-05 1.1e-05 8e-06 -7.4e-05
-3798.61924 -6.4e-05 2.3e-05 6e-05 -2.2e-05
-3797.61855 -0.000254 0.000136 2.2e-05 0
-3796.61786 -7.2e-05 0.000177 -2.8e-05 -1.1e-05
-3795.61717 -0.000165 -2e-05 1.9e-05 0
-3794.61648 9e-05 0.00012 2.9e-05 3.3e-05
-3793.61579 3.4e-05 -1.8e-05 0.000125 -1.8e-05
-3792.6151 -4.5e-05 8.6e-05 -4.1e-05 -0.000112
-3791.61441 -0.00016 4.2e-05 9.4e-05 -0.000109
-3790.61372 3.3e-05 0.00013 1.5e-05 1.1e-05
-3789.61303 2.6e-05 0.000147 -1e-05 -9.9e-05
-3788.61234 -3.3e-05 2.6e-05 4.2e-05 -8e-06
-3787.61165 6.9e-05 -0.000191 0.000103 1.2e-05
-3786.61096 -3e-06 1.5e-05 7.6e-05 -0.000128
-3785.61027 -9.7e-05 0.000138 7.1e-05 3.4e-05
-3784.60958 1.4e-05 0.00017 8.3e-05 -4.2e-05
-3783.60889 -0.000109 0.00016 7.8e-05 0.000169
-3782.6082 0.000121 3.4e-05 4.9e-05 -4.1e-05
-3781.60751 -2.3e-05 0.000159 -2.8e-05 -3.6e-05
-3780.60682 8.6e-05 -1e-06 5.6e-05 7.3e-05
-3779.60613 -0.000172 4e-06 -3.7e-05 -7.6e-05
-3778.60544 -0.000205 0.000134 9.3e-05 -1.3e-05
-3777.60475 -8.4e-05 0.0002 6.1e-05 -6.8e-05
-3776.60406 -1e-06 5.5e-05 2e-06 -1.6e-05
-3775.60337 -3.8e-05 7e-06 -2e-05 -1.9e-05
-3774.60268 3.7e-05 1e-05 1.9e-05 5e-05
-3773.60199 -0.0001 6e-06 0.000106 3.6e-05
-3772.6013 -0.000145 5.8e-05 -2e-05 -0.000137
-3771.60061 -0.000128 -2.9e-05 1.9e-05 -0.000127
-3770.59992 8.3e-05 0.000214 6.7e-05 1.6e-05
-3769.59923 6.8e-05 -2.5e-05 8.8e-05 2.8e-05
-3768.59854 -0.000276 9.2e-05 -5e-06 -5.7e-05
-3767.59785 -4e-06 0.000142 3.6e-05 -6.3e-05
-3766.59716 1.9e-05 3.2e-05 -8.2e-05 6.4e-05
-3765.59647 2e-06 0.000269 9.8e-05 -0.000147
-3764.59578 0.000127 8.3e-05 0.000128 -6.1e-05
-3763.59509 -0.000148 0.000208 1.5e-05 -7.7e-05
-3762.5944 -4.8e-05 2.6e-05 4e-05 9.1e-05
-3761.59371 2.9e-05 0.000139 -3.1e-05 2.7e-05
-3760.59302 -3.8e-05 2.3e-05 0.00017 -9e-05
-3759.59233 -0.000169 8.7e-05 0.000147 9.7e-05
-3758.59164 1.6e-05 4e-06 1.1e-05 -1e-06
-3757.59095 4e-06 3e-05 0.000107 7.6e-05
-3756.59026 -6.1e-05 0.000181 0.000181 -0.000175
-3755.58957 -5.8e-05 -2.7e-05 8e-05 0.000121
-3754.58888 -6.9e-05 -0.000171 2e-06 9.5e-05
-3753.58819 -4.4e-05 1e-06 1.9e-05 2.6e-05
-3752.5875 4.6e-05 9.7e-05 2.5e-05 -0.000254
-3751.58681 -4.4e-05 1.3e-05 2.9e-05 1.3e-05
-3750.58612 -2.8e-05 4.2e-05 8e-06 -7e-06
-3749.58543 -0.000217 3.9e-05 -5.9e-05 8.5e-05
-3748.58474 3.1e-05 0.000165 2.8e-05 0.000145
-3747.58405 -4.4e-05 -4.8e-05 -9e-05 6.2e-05
-3746.58336 4.9e-05 -8e-06 -8.6e-05 1e-06
-3745.58267 -1.3e-05 0.00011 -1.5e-05 -9e-05
-3744.58198 -0.000111 -1.3e-05 9.9e-05 -1.2e-05
-3743.58129 5e-06 8.4e-05 -6.5e-05 -4.4e-05
-3742.5806 -9e-06 3e-06 0.000115 -2.2e-05
-3741.57991 -0.000108 6.9e-05 -0.000112 6.1e-05
-3740.57922 4.7e-05 4.6e-05 -0.000127 -9e-05
-3739.57853 -8.4e-05 0.000113 7.4e-05 -6.9e-05
-3738.57784 0.00011 0.000133 -2.2e-05 -4.6e-05
-3737.57715 7.4e-05 -3e-05 -1e-06 -7e-06
-3736.57646 -3.5e-05 -1e-06 0.000105 0.000114
-3735.57577 7.5e-05 3.3e-05 8e-06 -0.000173
-3734.57508 0.000111 3.8e-05 8.7e-05 2.2e-05
-3733.57439 -0.000105 0.000119 5.8e-05 6.3e-05
-3732.5737 -4.1e-05 0.000103 7.2e-05 -9e-06
-3731.57301 5e-05 3.1e-05 -7.8e-05 8.4e-05
-3730.57232 -8e-05 3.9e-05 0.000106 -6.9e-05
-3729.57163 -5.2e-05 -1.7e-05 2e-06 -3.2e-05
-3728.57094 -2.6e-05 0.000188 3e-05 9e-05
-3727.57025 0.000147 0.000126 7.8e-05 0.000146
-3726.56956 9.5e-05 8.4e-05 1.3e-05 -8.4e-05
-3725.56887 4.2e-05 2.6e-05 9.6e-05 8e-06
-3724.56818 -4.4e-05 -0.00012 8.1e-05 -2.9e-05
-3723.56749 7.6e-05 -3.9e-05 5.2e-05 8.4e-05
-3722.5668 8.5e-05 5.6e-05 0.000125 1e-05
-3721.56611 0 1.3e-05 4.6e-05 1e-05
-3720.56542 0.000125 6.2e-05 -0.000148 -3.4e-05
-3719.56473 -0.000231 -9.6e-05 -8.5e-05 -4.1e-05
-3718.56404 -0.000144 3.1e-05 2e-05 2e-05
-3717.56335 -1e-05 6.6e-05 0.000159 8.8e-05
-3716.56266 -2.9e-05 0.000189 0.000114 3.2e-05
-3715.56197 -0.000106 2.2e-05 -2.5e-05 -4.4e-05
-3714.56128 -3.8e-05 2.7e-05 -9e-05 3.9e-05
-3713.56059 0.000159 3.5e-05 -7.1e-05 -5.3e-05
-3712.5599 -0.000194 2.2e-05 0.000133 -0.000108
-3711.55921 -0.000212 5.1e-05 0.000125 3.4e-05
-3710.55852 3e-06 1.6e-05 7.1e-05 0.000147
-3709.55783 -9e-06 0.000137 7.4e-05 6.5e-05
-3708.55714 -9.3e-05 7.5e-05 1.7e-05 -1.1e-05
-3707.55645 -0.000173 0.000168 -1.9e-05 -9e-06
-3706.55576 -9.9e-05 0.000134 -2.1e-05 1e-06
-3705.55507 3e-06 0.000132 0.000111 -8.8e-05
-3704.55438 -2.2e-05 2.2e-05 -5.4e-05 3.1e-05
-3703.55369 -4e-06 4.5e-05 0.000189 -3e-05
-3702.553 -9.4e-05 -2.5e-05 3.7e-05 -2.2e-05
-3701.55231 6.3e-05 7e-05 -0.000123 0.000145
-3700.55162 -9e-06 -2e-05 8e-05 0.000118
-3699.55093 -7.9e-05 0.000102 0.000156 -2.5e-05
-3698.55024 -0.000168 0.000114 0.000131 6.3e-05
-3697.54955 -3.5e-05 0.000137 -3.1e-05 5.3e-05
-3696.54886 -0.000175 -5.6e-05 -6.8e-05 5.2e-05
-3695.54817 7.8e-05 3.6e-05 5.8e-05 -1.9e-05
-3694.54748 -5.8e-05 9e-06 4.1e-05 3.8e-05
-3693.54679 8.6e-05 0.000113 0.000153 1.1e-05
-3692.5461 -2.2e-05 4e-05 7.1e-05 0.000133
-3691.54541 -8.6e-05 1e-06 -2.7e-05 -1.3e-05
-3690.54472 -0.000197 -2.5e-05 0.000104 6.5e-05
-3689.54403 -9.8e-05 0.000108 0.000114 0.000148
-3688.54334 1.6e-05 2.4e-05 2.4e-05 5.1e-05
-3687.54265 -9.8e-05 0.000199 4.7e-05 6.5e-05
-3686.54196 1.4e-05 1.7e-05 0.0001 0.000123
-3685.54127 8e-06 7.2e-05 4.4e-05 3.8e-05
-3684.54058 -5.8e-05 -4.8e-05 -0.000165 -2.2e-05
-3683.53989 -9e-05 -1e-06 -4e-05 1.4e-05
-3682.5392 2.9e-05 0.000188 0 -0.000109
-3681.53851 -2.2e-05 9.9e-05 -1.9e-05 0.000128
-3680.53782 0.000145 0.000103 0.00011 0.000194
-3679.53713 8.6e-05 6e-06 -3.7e-05 4e-06
-3678.53644 0.00014 5.9e-05 6.8e-05 -4.2e-05
-3677.53575 0.00017 0.000137 2.4e-05 -0.000109
-3676.53506 0 -6.7e-05 0.000149 2.7e-05
-3675.53437 -1.1e-05 8.8e-05 0.000165 0
-3674.53368 -2e-06 0.000138 0.000201 -0.000163
-3673.53299 0.000159 0.000105 -0.000196 -3.7e-05
-3672.5323 -0.000127 0.00016 -0.000136 7e-06
-3671.53161 -0.000109 2.8e-05 -6.5e-05 -5.6e-05
-3670.53092 3.8e-05 8.5e-05 -0.000107 3.5e-05
-3669.53023 6.2e-05 0.000149 2.2e-05 -8.1e-05
-3668.52954 -0.0001 0.000165 -1.8e-05 -1e-06
-3667.52885 -2e-05 -2.3e-05 0.000126 1.1e-05
-3666.52816 -0.00017 4.4e-05 6.3e-05 0.000153
-3665.52747 -3.2e-05 2.9e-05 -9.1e-05 1.6e-05
-3664.52678 -8e-05 -0.000132 9e-06 -3.1e-05
-3663.52609 -0.000212 0.000134 -5.4e-05 8.4e-05
-3662.5254 -0.000158 0.000123 -8e-06 -3.5e-05
-3661.52471 -7.3e-05 4e-05 7.2e-05 -1.8e-05
-3660.52402 7.1e-05 0.000111 -1.7e-05 -8.8e-05
-3659.52333 -9.5e-05 -1e-05 0.000264 4e-05
-3658.52264 5.9e-05 -0.000169 0.000131 -3e-05
-3657.52195 -7.1e-05 0.000205 2.7e-05 1.8e-05
-3656.52126 -9.3e-05 -4e-05 7.3e-05 3e-05
-3655.52057 -0.000189 0.000228 3.3e-05 -6.5e-05
-3654.51988 -0.000165 -0.000129 6.8e-05 5.1e-05
-3653.51919 -0.000118 0.000124 -2e-05 -0.000115
-3652.5185 4.8e-05 9.6e-05 4.3e-05 -3e-06
-3651.51781 -0.00027 -0.000107 0.000115 -6.2e-05
-3650.51712 -5.4e-05 3.4e-05 3.3e-05 0.000143
-3649.51643 -6.6e-05 6.5e-05 7.7e-05 3.2e-05
-3648.51574 -2.6e-05 7.6e-05 3.3e-05 -7.4e-05
-3647.51505 -4.5e-05 0.000116 5.6e-05 -9.3e-05
-3646.51436 3e-05 0.000117 0.000134 -3.4e-05
-3645.51367 -0.000139 -2.9e-05 -0.000128 7e-05
-3644.51298 6.6e-05 -4.9e-05 -0.00022 -7.4e-05
-3643.51229 0.000138 0.000125 0.000146 1.2e-05
-3642.5116 2.6e-05 0.000136 0.00023 2.9e-05
-3641.51091 -3.5e-05 -9.8e-05 4.5e-05 2.3e-05
-3640.51022 5.2e-05 6e-06 -2.2e-05 0.000122
-3639.50953 -2.8e-05 0.000137 3.4e-05 -0.000129
-3638.50884 6.4e-05 6.7e-05 -7e-06 -8e-05
-3637.50815 2.5e-05 0.00015 3e-05 0.000113
-3636.50746 -8.6e-05 8e-05 -5.5e-05 3.2e-05
-3635.50677 -0.000113 3.5e-05 8.2e-05 -6.3e-05
-3634.50608 -0.000129 0.000194 5.2e-05 -4.6e-05
-3633.50539 0.000103 0.000149 3.1e-05 -0.000202
-3632.5047 0.000151 -1.2e-05 2e-05 -0.000102
-3631.50401 -1e-06 2.5e-05 9e-06 0.000146
-3630.50332 8e-05 1.4e-05 -0.000107 -6.6e-05
-3629.50263 -1.9e-05 -6.1e-05 4.3e-05 -9e-06
-3628.50194 -0.000137 3.3e-05 -2e-06 -0.000106
-3627.50125 -0.000101 0.000147 -2.3e-05 -3.5e-05
-3626.50056 -0.00017 0.000159 3e-06 5.7e-05
-3625.49987 -0.00021 4.7e-05 1.6e-05 -5.8e-05
-3624.49918 4.1e-05 -1.7e-05 -0.000152 -5.3e-05
-3623.49849 -9e-06 7.9e-05 -5.1e-05 -2.8e-05
-3622.4978 -0.000138 6.6e-05 0.000105 7.3e-05
-3621.49711 -1.9e-05 -3.8e-05 4e-06 -6e-05
-3620.49642 5.2e-05 9.7e-05 -5.5e-05 1.5e-05
-3619.49573 0.000118 1.2e-05 9.7e-05 7e-05
-3618.49504 -9.8e-05 0.000106 7.7e-05 -0.000186
-3617.49435 1.2e-05 -6.4e-05 0.000103 1.2e-05
-3616.49366 6.5e-05 -1.9e-05 8.8e-05 4.8e-05
-3615.49297 -0.000137 0.000173 5.9e-05 3.7e-05
-3614.49228 -0.000135 0.000147 -8.3e-05 0.000159
-3613.49159 0.000163 4.9e-05 -5e-05 -1.4e-05
-3612.4909 8.1e-05 1.4e-05 -6.8e-05 0.000139
-3611.49021 7e-06 9.7e-05 0.000141 7.2e-05
-3610.48952 0.000251 -4e-06 3e-05 5.5e-05
-3609.48883 -5.5e-05 0.000118 5.1e-05 2.4e-05
-3608.48814 -9.8e-05 0.000177 8e-05 0.000111
-3607.48745 -5.2e-05 0.000237 4e-06 7.3e-05
-3606.48676 3.7e-05 -4.7e-05 -9.8e-05 -5e-05
-3605.48607 -5.2e-05 -2.1e-05 3e-05 4.1e-05
-3604.48538 -0.000135 -0.000111 7.9e-05 7.1e-05
-3603.48469 4.3e-05 -3e-05 5.3e-05 0.000116
-3602.484 6e-05 0.000141 -3.4e-05 9.3e-05
-3601.48331 -7.9e-05 1e-05 3.2e-05 2.1e-05
-3600.48262 -3.7e-05 9.6e-05 1.2e-05 3.3e-05
-3599.48193 4.5e-05 4.3e-05 1.2e-05 -6.9e-05
-3598.48124 -4.7e-05 0.000288 4.7e-05 0.000158
-3597.48055 -0.000165 8.5e-05 4e-05 5.4e-05
-3596.47986 -1e-05 2.7e-05 0.000245 4.8e-05
-3595.47917 -7.5e-05 7.1e-05 0.00017 -1.4e-05
-3594.47848 3.6e-05 -6.9e-05 -6.7e-05 -5.2e-05
-3593.47779 -0.000198 5.9e-05 5.9e-05 1.5e-05
-3592.4771 -9e-06 -1.2e-05 4.6e-05 -7.9e-05
-3591.47641 -0.000121 -2.4e-05 1.9e-05 -5.7e-05
-3590.47572 -3e-06 0.000231 0.000138 -0.000137
-3589.47503 4.2e-05 0.000106 6.1e-05 -3.8e-05
-3588.47434 1.7e-05 8.6e-05 2.2e-05 0.000112
-3587.47365 -5.5e-05 0.000137 -2.2e-05 3.8e-05
-3586.47296 -0.0001 1.3e-05 0.000158 5.7e-05
-3585.47227 7.1e-05 0.000168 4.8e-05 -0.000165
-3584.47158 -5.5e-05 8.1e-05 0.000147 9.9e-05
-3583.47089 6e-05 8.9e-05 -2.3e-05 9.3e-05
-3582.4702 1e-05 1.5e-05 -2.8e-05 4.6e-05
-3581.46951 -0.000185 3.4e-05 2.8e-05 0.000197
-3580.46882 4.5e-05 3.7e-05 6e-06 1.1e-05
-3579.46813 0.000193 -4.2e-05 0.000183 -6.6e-05
-3578.46744 1.5e-05 5.3e-05 -3.9e-05 5.1e-05
-3577.46675 6.7e-05 2.6e-05 5.2e-05 -5.8e-05
-3576.46606 3.7e-05 0.000141 6.8e-05 -4.8e-05
-3575.46537 6.9e-05 -7e-06 3.3e-05 0.000187
