Delay -5C 15C 35C 55C 70C
-4130.84832 0.000429 -0.000192 3.1e-05 2.9e-05 0.000102
-4129.84763 -0.000385 7.6e-05 2e-06 -6.7e-05 -7e-05
-4128.84694 -0.00013 -0.000195 2.2e-05 0.00014 4.7e-05
-4127.84625 0.000462 4.1e-05 2e-06 -0.000149 -5.3e-05
-4126.84556 -0.000467 -0.000179 8e-05 0.000146 -0.000107
-4125.84487 0.000719 -0.000252 -1e-06 6e-05 6.2e-05
-4124.84418 -0.000435 -4e-06 1.2e-05 -0.000103 -0.000209
-4123.84349 0.000151 -0.000214 2.7e-05 0.000161 4.1e-05
-4122.8428 0.000112 0.000157 2.6e-05 -0.000178 -2.4e-05
-4121.84211 -0.000403 -5.8e-05 -0.000118 2e-05 -0.000211
-4120.84142 0.000552 -7e-06 -3e-05 -3.7e-05 5.8e-05
-4119.84073 -0.000499 6.6e-05 0.000113 -9.3e-05 -0.000232
-4118.84004 0.0002 -0.000115 -0.000119 4.4e-05 -3.7e-05
-4117.83935 5.5e-05 0.000102 -0.000107 -2.4e-05 -4.8e-05
-4116.83866 -0.000162 -4.4e-05 -5e-06 4.6e-05 -0.000194
-4115.83797 0.000335 -4.6e-05 3.2e-05 7.1e-05 0.000129
-4114.83728 -0.000231 3.2e-05 3e-06 4.5e-05 -0.000149
-4113.83659 7.8e-05 -0.000142 -8.5e-05 0.000129 5.4e-05
-4112.8359 0 9e-06 -5.4e-05 -0.000154 5.1e-05
-4111.83521 -0.000309 -0.000129 2.8e-05 -3.2e-05 -0.000137
-4110.83452 0.000168 -1.5e-05 0.000117 7.5e-05 -1e-06
-4109.83383 -0.000292 -5e-05 -5e-05 -7e-06 -7.6e-05
-4108.83314 0.000184 -0.000104 -2e-05 -2.2e-05 7.2e-05
-4107.83245 9.4e-05 -8.6e-05 3e-06 -0.000125 -9e-06
-4106.83176 -0.000226 -7.6e-05 -2.1e-05 4.2e-05 -5.2e-05
-4105.83107 0.000177 2.2e-05 1e-05 -3.9e-05 -2e-06
-4104.83038 -0.000245 -5.8e-05 7e-06 -0.000112 -0.000118
-4103.82969 7.5e-05 -0.000121 -6.7e-05 -6e-05 8.2e-05
-4102.829 -3.5e-05 1.1e-05 -4.9e-05 -5.4e-05 -3e-05
-4101.82831 -8.2e-05 -0.000122 -4.8e-05 9.2e-05 -6.2e-05
-4100.82762 9.1e-05 0.000115 0.000162 9e-06 4.5e-05
-4099.82693 -5.8e-05 -0.000139 4.5e-05 1.3e-05 -0.000142
-4098.82624 -2.7e-05 3.9e-05 -7.2e-05 1.5e-05 9e-05
-4097.82555 -1.6e-05 -6e-06 6.4e-05 -5.1e-05 -4.4e-05
-4096.82486 9.1e-05 -0.000145 -2e-06 0.000179 -3e-06
-4095.82417 4.3e-05 -5e-05 5e-06 -1.5e-05 9.7e-05
-4094.82348 7.7e-05 -5e-05 7.7e-05 3.1e-05 -0.000109
-4093.82279 -8.7e-05 0.000101 7.7e-05 -3.1e-05 5.9e-05
-4092.8221 5e-05 -1.3e-05 -0.000128 6.7e-05 2.4e-05
-4091.82141 -9.1e-05 -0.000155 -3.9e-05 3e-05 -1e-06
-4090.82072 -2.8e-05 7.9e-05 4.2e-05 -7.5e-05 1.9e-05
-4089.82003 3e-06 -6.6e-05 7e-06 -1.5e-05 -0.000145
-4088.81934 -0.000118 -5.3e-05 -5.4e-05 0.000174 -3e-05
-4087.81865 -0.000116 -1e-06 2.9e-05 2.3e-05 1.1e-05
-4086.81796 -9e-05 -2.4e-05 3.1e-05 4.2e-05 7e-06
-4085.81727 -1e-06 -0.000131 -3e-05 7.3e-05 0.000154
-4084.81658 8e-06 -1.8e-05 -1.6e-05 -1.1e-05 4.2e-05
-4083.81589 5.7e-05 -2.3e-05 -4e-05 -7.8e-05 1.4e-05
-4082.8152 0 -5.4e-05 -2e-05 4.4e-05 0.00015
-4081.81451 -3.6e-05 -7.3e-05 -4.4e-05 0 -7.5e-05
-4080.81382 -5.2e-05 6.2e-05 -4.8e-05 6.7e-05 0.000136
-4079.81313 -2.8e-05 -5e-06 8e-06 1.6e-05 4.5e-05
-4078.81244 -3.1e-05 -0.000147 -4.1e-05 1.3e-05 -9e-06
-4077.81175 5.5e-05 4.8e-05 -5.6e-05 -3e-05 9.1e-05
-4076.81106 0.00013 3e-06 -2.3e-05 8.7e-05 -0.000146
-4075.81037 -7.8e-05 3.8e-05 8.1e-05 -6.6e-05 -5.5e-05
-4074.80968 1.5e-05 4.2e-05 -3.4e-05 0.000101 0.000104
-4073.80899 -4.8e-05 -8.8e-05 -6.8e-05 -0.000106 -8.3e-05
-4072.8083 -3.2e-05 -6.4e-05 -9.6e-05 6.8e-05 4.9e-05
-4071.80761 9.1e-05 -1.1e-05 8e-06 -5.1e-05 5.9e-05
-4070.80692 2.5e-05 -8.6e-05 -1e-06 -2e-06 2.6e-05
-4069.80623 -9e-05 -9.1e-05 -4.4e-05 4.5e-05 1.5e-05
-4068.80554 0.000127 8e-06 -3.6e-05 1.8e-05 -0.000107
-4067.80485 -4.3e-05 6e-06 5.3e-05 -0.000152 7e-06
-4066.80416 0 5.7e-05 4.4e-05 0.000176 1.2e-05
-4065.80347 9.5e-05 0.000118 3.8e-05 -3.7e-05 -9.6e-05
-4064.80278 -7.5e-05 5.6e-05 4.5e-05 3.3e-05 -1.4e-05
-4063.80209 -7.2e-05 8e-05 2.1e-05 2.5e-05 3e-06
-4062.8014 6.3e-05 -4.8e-05 -6.3e-05 -1.5e-05 -2.9e-05
-4061.80071 -0.000125 -0.000121 -9e-06 -1.3e-05 -2.4e-05
-4060.80002 -0.00011 -2e-06 0 7.1e-05 5.5e-05
-4059.79933 0.000104 2.6e-05 4.1e-05 4.3e-05 -5.2e-05
-4058.79864 9.6e-05 -8.1e-05 1.1e-05 -0.000187 -7e-05
-4057.79795 0.000304 -0.000101 2.5e-05 3.3e-05 -4.7e-05
-4056.79726 3e-05 -0.00016 3.9e-05 5.7e-05 -3e-06
-4055.79657 6.5e-05 -0.000133 3.9e-05 0.000112 -2.5e-05
-4054.79588 6.5e-05 2.5e-05 9.5e-05 -8e-05 1e-05
-4053.79519 1e-06 -8.2e-05 -2.6e-05 8.6e-05 -8.7e-05
-4052.7945 0.000115 8.4e-05 -2.4e-05 0.000116 -1e-06
-4051.79381 -4.3e-05 -4.1e-05 8e-06 -2.8e-05 7.6e-05
-4050.79312 -4.3e-05 8.8e-05 -1e-05 -8.3e-05 4.2e-05
-4049.79243 7.2e-05 -2.6e-05 1.8e-05 3.2e-05 2.6e-05
-4048.79174 0.000128 6.4e-05 -4.9e-05 -3e-06 8e-06
-4047.79105 0.000168 -7e-05 -5e-06 1e-05 -3.9e-05
-4046.79036 7.2e-05 -0.000105 -0.000141 0.000159 -7.2e-05
-4045.78967 -4.3e-05 -9.5e-05 -1e-05 5.3e-05 4.5e-05
-4044.78898 0.000161 8.4e-05 -2.1e-05 5.7e-05 -1e-05
-4043.78829 5e-06 -0.000172 6.9e-05 6.3e-05 7e-06
-4042.7876 0.000234 1e-06 -9e-06 7.7e-05 -1.4e-05
-4041.78691 -3.5e-05 6e-06 2.9e-05 5.7e-05 -1.9e-05
-4040.78622 4e-05 -8.7e-05 7.9e-05 0.000146 -1e-06
-4039.78553 -6e-05 5.9e-05 5.6e-05 1.5e-05 -0.000168
-4038.78484 8e-05 -8.5e-05 -8.5e-05 8.3e-05 3.6e-05
-4037.78415 0.000116 6.5e-05 4.6e-05 -9.1e-05 -1.6e-05
-4036.78346 -6.4e-05 -0.00018 -6.2e-05 -2.5e-05 -8.4e-05
-4035.78277 0.000191 2.7e-05 -2e-05 1.9e-05 -6.4e-05
-4034.78208 -0.000118 -3.3e-05 -5.3e-05 4.2e-05 8.1e-05
-4033.78139 -3.8e-05 -3.3e-05 4.1e-05 4.2e-05 -5e-06
-4032.7807 7e-05 1.2e-05 9.1e-05 2.6e-05 0
-4031.78001 8.9e-05 4.6e-05 -2.2e-05 1.6e-05 -7.2e-05
-4030.77932 1.7e-05 -8.5e-05 -3.3e-05 -9.6e-05 -4.7e-05
-4029.77863 -3e-05 0.000146 3.8e-05 8.1e-05 -3.6e-05
-4028.77794 1.9e-05 6.4e-05 3.6e-05 9.9e-05 7e-05
-4027.77725 8.2e-05 8.6e-05 0.000107 6.8e-05 2.3e-05
-4026.77656 4.9e-05 -6.2e-05 4.2e-05 5.4e-05 -5.5e-05
-4025.77587 9.4e-05 8.9e-05 -3e-06 7.4e-05 -3e-06
-4024.77518 4.2e-05 -4e-06 3.1e-05 -3.3e-05 2.8e-05
-4023.77449 -1.7e-05 -3.4e-05 2.8e-05 4.4e-05 -1.2e-05
-4022.7738 2e-05 4.6e-05 0.000109 0.000179 -4e-05
-4021.77311 7.4e-05 1.2e-05 0.000136 5.7e-05 -3e-06
-4020.77242 0.000149 -9e-06 -4.2e-05 0.000166 6.6e-05
-4019.77173 4.2e-05 -1.6e-05 0.000206 4.8e-05 -6e-06
-4018.77104 -0.000117 -4.8e-05 8e-06 0.000121 1.2e-05
-4017.77035 9.5e-05 -6e-06 -3.3e-05 0.000161 0.000107
-4016.76966 -8e-06 3.9e-05 -6e-06 -9.1e-05 3.7e-05
-4015.76897 6e-06 8.6e-05 9.8e-05 -7e-05 -3e-06
-4014.76828 0.00014 1.8e-05 5.5e-05 4.5e-05 3.6e-05
-4013.76759 5.3e-05 3.5e-05 0.000149 0.000129 0.000112
-4012.7669 -2.9e-05 7.5e-05 5.2e-05 3.6e-05 0.000137
-4011.76621 0.000289 -4e-05 4e-05 0.000161 -6.4e-05
-4010.76552 1.9e-05 1.4e-05 0.000107 0.000135 9.5e-05
-4009.76483 6.1e-05 9.1e-05 7.2e-05 0.000102 0.000128
-4008.76414 8.1e-05 -7.6e-05 7.4e-05 0.000213 3.3e-05
-4007.76345 0.000107 4.6e-05 3.5e-05 0.00027 0.00017
-4006.76276 4.9e-05 -4e-06 6.9e-05 0.000229 0.000138
-4005.76207 7.1e-05 2e-05 5.5e-05 0.000206 0.00012
-4004.76138 0.000129 6.7e-05 0.000204 0.000233 0.000164
-4003.76069 0.000117 8.7e-05 0.000222 0.000263 0.000133
-4002.76 0.000117 6.4e-05 0.000168 0.00014 9.9e-05
-4001.75931 3e-05 0.000124 0.000173 -7.1e-05 0.000124
-4000.75862 0.000206 0.000213 0.000111 0.000111 -7e-06
-3999.75793 1e-06 0.000132 0.000267 0.000131 0.000118
-3998.75724 0.000301 9.9e-05 0.000207 0.000165 0.000117
-3997.75655 0.000213 0.000118 0.000139 6.1e-05 9e-05
-3996.75586 4.4e-05 0.000215 0.000206 0.000187 4.6e-05
-3995.75517 0.000124 1.2e-05 0.000139 9.9e-05 0.000156
-3994.75448 0.00013 0.000133 5.6e-05 0.000126 6.6e-05
-3993.75379 9.1e-05 0.00014 0.000152 0.000119 0.000152
-3992.7531 0.000203 0.000122 9.1e-05 0.000157 5.5e-05
-3991.75241 0.000116 7.8e-05 0.00011 0.000132 0.000168
-3990.75172 0.000155 0.000138 4.3e-05 7.7e-05 0.000163
-3989.75103 6e-06 7.7e-05 9.8e-05 0.000109 5.8e-05
-3988.75034 -6.6e-05 0.000111 0.00011 7.2e-05 5.3e-05
-3987.74965 0.000155 1.2e-05 9.4e-05 0.00022 0.000166
-3986.74896 9.9e-05 3.6e-05 2e-05 3.2e-05 8.6e-05
-3985.74827 0.000154 -6e-06 7.8e-05 -1e-06 0.000137
-3984.74758 -8e-06 -3e-06 0.000136 0.000186 5.3e-05
-3983.74689 -3.2e-05 6.4e-05 9.7e-05 2.1e-05 0.000149
-3982.7462 0.00016 0.000222 9e-05 0.000144 -7e-06
-3981.74551 0.00013 1.2e-05 9.8e-05 1.6e-05 6.7e-05
-3980.74482 0.000101 4.3e-05 -2e-05 0.000162 0.000111
-3979.74413 6.4e-05 4e-05 8.4e-05 0.000115 4.8e-05
-3978.74344 -3e-05 2.4e-05 -2.9e-05 -2.7e-05 4.1e-05
-3977.74275 0.000111 -2.8e-05 9.6e-05 0.000105 2.7e-05
-3976.74206 4.4e-05 3.8e-05 -6e-06 0 7.8e-05
-3975.74137 0.000166 0.000163 -0.000104 0.000231 4.5e-05
-3974.74068 0.000105 9.6e-05 5.5e-05 0.000138 4.2e-05
-3973.73999 6.3e-05 -1.4e-05 1.9e-05 5e-05 -4.6e-05
-3972.7393 -8e-05 3.9e-05 2.5e-05 0.00011 3.3e-05
-3971.73861 -2.5e-05 -5.4e-05 5.7e-05 1.1e-05 0.000127
-3970.73792 0.000148 -3.3e-05 -5.6e-05 -5e-06 6.4e-05
-3969.73723 -3.5e-05 -9.2e-05 0.000124 7.9e-05 -2.5e-05
-3968.73654 9.4e-05 4.6e-05 7.4e-05 4.5e-05 2.9e-05
-3967.73585 -2.5e-05 4.7e-05 6.6e-05 -9.5e-05 1.4e-05
-3966.73516 0.000132 -5e-06 -1.4e-05 5.6e-05 -7e-06
-3965.73447 -7.6e-05 -1.3e-05 -2.2e-05 6.2e-05 8.5e-05
-3964.73378 -8.9e-05 5.4e-05 5.8e-05 0.000124 -3.3e-05
-3963.73309 2e-05 3e-06 7.1e-05 6e-05 3.1e-05
-3962.7324 9.9e-05 -4.3e-05 0.000134 6.8e-05 4.2e-05
-3961.73171 3.4e-05 1.5e-05 9e-06 1.5e-05 -1.7e-05
-3960.73102 2.9e-05 4.1e-05 5.9e-05 -3.3e-05 -2e-06
-3959.73033 5.4e-05 2.4e-05 0.000114 7.7e-05 -0.000128
-3958.72964 4e-05 -0.000117 9.8e-05 6.2e-05 -3.2e-05
-3957.72895 4.8e-05 -0.000161 1e-06 0.000142 0.000144
-3956.72826 -3.7e-05 1.4e-05 -4.1e-05 2.6e-05 7.7e-05
-3955.72757 -4.1e-05 -3e-05 1.7e-05 1.2e-05 -6e-06
-3954.72688 -4e-05 7.1e-05 6.9e-05 -1.5e-05 5.7e-05
-3953.72619 -6.6e-05 -1.7e-05 -3.2e-05 0 -1.4e-05
-3952.7255 1.6e-05 1.8e-05 -2.6e-05 -7.3e-05 7.1e-05
-3951.72481 3.6e-05 -0.000167 5e-06 9e-05 -1.9e-05
-3950.72412 -7.8e-05 0.000136 5e-05 3.6e-05 -3.1e-05
-3949.72343 -8.4e-05 -4e-05 -2.3e-05 7.3e-05 4.2e-05
-3948.72274 9.9e-05 -4.9e-05 -1.2e-05 8e-06 7e-05
-3947.72205 9.5e-05 0.000112 6.8e-05 7.4e-05 2.9e-05
-3946.72136 0.000181 -3.2e-05 6.2e-05 2.8e-05 -4e-06
-3945.72067 8.6e-05 -8.5e-05 1.4e-05 -8.3e-05 2.9e-05
-3944.71998 4e-05 -1e-05 4.1e-05 8.1e-05 1e-05
-3943.71929 7.4e-05 -6e-05 -8e-06 0.000109 -3.3e-05
-3942.7186 9.6e-05 4.1e-05 -1.3e-05 0.000186 9.5e-05
-3941.71791 -8.3e-05 -4.1e-05 -5.3e-05 0.000101 -5.7e-05
-3940.71722 -6.5e-05 -5e-05 -7e-06 3.9e-05 -3.2e-05
-3939.71653 0.000117 -5.8e-05 -3.9e-05 0.000145 0.000113
-3938.71584 -4.6e-05 -7.7e-05 8e-06 7.6e-05 -1.9e-05
-3937.71515 -0.000104 -3.2e-05 6.2e-05 1.9e-05 9e-05
-3936.71446 7.6e-05 -4.3e-05 -9.2e-05 7.1e-05 -8.2e-05
-3935.71377 5e-05 3.9e-05 -5e-06 -3.8e-05 0.000165
-3934.71308 7.5e-05 -5e-06 6.3e-05 6.2e-05 -6e-06
-3933.71239 -4.1e-05 -8.6e-05 -0.000127 2.9e-05 4.5e-05
-3932.7117 3.6e-05 -3e-06 -2.1e-05 8.8e-05 2.4e-05
-3931.71101 1.1e-05 -4.3e-05 -5e-05 4.6e-05 7.3e-05
-3930.71032 -3e-06 -8.6e-05 -5e-06 -0.000147 -1e-06
-3929.70963 -7.1e-05 0.000148 -1e-05 -5.4e-05 -2.3e-05
-3928.70894 1.7e-05 -0.000102 4.1e-05 2.6e-05 2.2e-05
-3927.70825 -0.000142 4.1e-05 2.5e-05 -8e-06 -3.5e-05
-3926.70756 0.000196 2e-06 -6.4e-05 4.5e-05 2.3e-05
-3925.70687 -1e-06 -7e-05 -7e-05 -4.2e-05 7.6e-05
-3924.70618 1.5e-05 -1.9e-05 -1e-05 0.00019 -0.000134
-3923.70549 -5.7e-05 -4.3e-05 -6.9e-05 -4.6e-05 -4.9e-05
-3922.7048 0.00011 -0.000183 -3.9e-05 -2.9e-05 6.2e-05
-3921.70411 6.8e-05 -9.9e-05 -3e-05 2.1e-05 7.5e-05
-3920.70342 -0.000113 -2.5e-05 1.4e-05 -9.6e-05 0.000126
-3919.70273 5.8e-05 1e-05 5.8e-05 0.000157 4.6e-05
-3918.70204 -5.7e-05 -0.0001 5.5e-05 6.3e-05 -4.8e-05
-3917.70135 7.3e-05 -4.1e-05 -0.000123 6.5e-05 -5.4e-05
-3916.70066 1e-05 -4.7e-05 1.9e-05 0 -3.8e-05
-3915.69997 -2.6e-05 -0.00013 1.4e-05 -0.00019 6.2e-05
-3914.69928 -4.1e-05 1.4e-05 4.8e-05 4.7e-05 2.1e-05
-3913.69859 -9.1e-05 3.8e-05 4e-05 2.1e-05 -1.7e-05
-3912.6979 -6.4e-05 -3.7e-05 -7.1e-05 0 -1e-06
-3911.69721 -8.5e-05 -7.7e-05 6.4e-05 -1.8e-05 5e-06
-3910.69652 -0.000117 1.3e-05 4.7e-05 2.7e-05 -8.3e-05
-3909.69583 2.5e-05 -6.4e-05 7e-05 3e-05 1.3e-05
-3908.69514 1.8e-05 -0.000142 0.000115 0.000126 4.1e-05
-3907.69445 -3.5e-05 -6.9e-05 -4.2e-05 9.4e-05 -2.3e-05
-3906.69376 -2e-06 -2.7e-05 -4.3e-05 -5.3e-05 5.4e-05
-3905.69307 7.9e-05 -6.3e-05 6.2e-05 7.2e-05 2e-05
-3904.69238 -0.000145 -1e-05 4.7e-05 -5.3e-05 2.9e-05
-3903.69169 8.4e-05 -9.9e-05 4e-06 3.2e-05 6e-06
-3902.691 2.2e-05 -5.4e-05 -6.2e-05 4.8e-05 0.000125
-3901.69031 1.2e-05 -7.5e-05 0.000118 0 4.2e-05
-3900.68962 2.2e-05 -0.000126 -3.4e-05 5e-06 9e-05
-3899.68893 -2.6e-05 -0.000105 -0.000135 4.1e-05 3.9e-05
-3898.68824 -5.1e-05 -0.000125 -4.4e-05 -9.5e-05 2.3e-05
-3897.68755 -2e-05 -5.4e-05 -0.000128 0.000123 5e-06
-3896.68686 5.2e-05 -3.1e-05 5.5e-05 1.3e-05 -3.5e-05
-3895.68617 -6.3e-05 -0.000142 2e-05 0.000109 1.3e-05
-3894.68548 3.5e-05 -3.2e-05 3.9e-05 0.000106 4.4e-05
-3893.68479 7.5e-05 -5e-06 -5.9e-05 -2.5e-05 3e-06
-3892.6841 -8.5e-05 -0.000201 1.6e-05 7e-06 0.000113
-3891.68341 -3.8e-05 -0.000134 -7.1e-05 1.2e-05 -2e-05
-3890.68272 -6.7e-05 -0.000152 -5.6e-05 -2.7e-05 6e-05
-3889.68203 1.9e-05 -6e-05 2.3e-05 -0.000104 8.1e-05
-3888.68134 8.7e-05 -0.000219 -1.3e-05 -0.000101 4.5e-05
-3887.68065 5.3e-05 -0.000134 -3.5e-05 0.000141 0.000106
-3886.67996 -5.2e-05 6e-06 -2.5e-05 4.1e-05 0.00011
-3885.67927 9.2e-05 -2.3e-05 -3.8e-05 5.5e-05 4.6e-05
-3884.67858 4e-05 5.3e-05 2.9e-05 -7e-06 5.8e-05
-3883.67789 7.5e-05 -8e-05 -6.3e-05 5.4e-05 -2.8e-05
-3882.6772 -3.5e-05 -9e-05 -1e-05 -9.9e-05 -8e-06
-3881.67651 4.6e-05 2.9e-05 -2.6e-05 -5.2e-05 0
-3880.67582 -9.4e-05 5.6e-05 -7.3e-05 -8e-06 -8e-06
-3879.67513 -0.000171 -1.8e-05 -7.2e-05 -5e-06 -2.1e-05
-3878.67444 8.5e-05 -2.2e-05 8e-06 4.1e-05 -2e-05
-3877.67375 0.000107 9e-06 2e-06 4.6e-05 0.000147
-3876.67306 -7e-05 -0.000174 5.3e-05 8.2e-05 1.1e-05
-3875.67237 -0.0001 1.5e-05 -8.1e-05 6.1e-05 0.000118
-3874.67168 -6.5e-05 -7.4e-05 2e-06 0.000126 3.6e-05
-3873.67099 -4e-06 -0.000185 -6e-06 2.9e-05 -1.1e-05
-3872.6703 9.3e-05 -0.000148 4.8e-05 -7.8e-05 4.6e-05
-3871.66961 -1.7e-05 -3e-06 -5.5e-05 -9e-05 5e-06
-3870.66892 -7.4e-05 1.6e-05 2e-06 2.6e-05 6e-05
-3869.66823 2.1e-05 -0.0001 6.9e-05 6.6e-05 0.000112
-3868.66754 1e-05 8.7e-05 -2e-05 5.7e-05 5.6e-05
-3867.66685 6.8e-05 -5.6e-05 4.7e-05 -2.7e-05 3e-06
-3866.66616 -9e-05 -6.1e-05 -2.4e-05 2.6e-05 0.000126
-3865.66547 -3.8e-05 4e-06 1.2e-05 0.00014 2.4e-05
-3864.66478 -6.9e-05 -9.7e-05 9e-06 5.6e-05 0.000127
-3863.66409 -5.2e-05 -1.3e-05 -7e-06 1.6e-05 0.000107
-3862.6634 0.000132 -6.1e-05 3e-06 2.4e-05 3.1e-05
-3861.66271 2e-05 -8.5e-05 -6.9e-05 -5.2e-05 1.6e-05
-3860.66202 -2e-05 -9.6e-05 -5.1e-05 9.1e-05 9.4e-05
-3859.66133 4e-06 -0.000155 4e-06 0.000174 3.9e-05
-3858.66064 -2.4e-05 -9.9e-05 -0.000104 2.8e-05 1.4e-05
-3857.65995 3.7e-05 -9e-05 -1.9e-05 5.9e-05 6.4e-05
-3856.65926 6e-06 -2.7e-05 -7.4e-05 -7e-06 7.1e-05
-3855.65857 4.2e-05 3.5e-05 -1.8e-05 1e-06 2e-05
-3854.65788 8.3e-05 2.9e-05 -0.000189 8.5e-05 -1.2e-05
-3853.65719 4.9e-05 -3.2e-05 -2.5e-05 0.000137 1e-05
-3852.6565 -4.9e-05 -5.3e-05 -9e-05 8.5e-05 -4.5e-05
-3851.65581 0.000113 3.8e-05 -6.9e-05 -1.9e-05 0.00016
-3850.65512 0.000136 -3.2e-05 -8e-06 0.000102 0
-3849.65443 9.8e-05 -5.8e-05 -9e-05 0.000151 0.000108
-3848.65374 5.8e-05 -0.000124 -5.9e-05 2.3e-05 2.7e-05
-3847.65305 2e-06 0 -0.000128 -5.2e-05 5.1e-05
-3846.65236 6.6e-05 -8.2e-05 -1.2e-05 5.1e-05 -2e-05
-3845.65167 -3.3e-05 0.000131 -0.000152 0.000133 0.000166
-3844.65098 6.6e-05 2.3e-05 -8.2e-05 -6e-06 1.5e-05
-3843.65029 -9.9e-05 -6.2e-05 -1.3e-05 5.9e-05 4.2e-05
-3842.6496 5.4e-05 -5.9e-05 1.9e-05 0.000104 -7e-06
-3841.64891 6.8e-05 -4e-06 -4.6e-05 -3.1e-05 3.3e-05
-3840.64822 -5.2e-05 -6.1e-05 -6.3e-05 -7.8e-05 0.000113
-3839.64753 4e-05 -0.000124 1.4e-05 1.3e-05 9.2e-05
-3838.64684 0.000139 -4.2e-05 -8.6e-05 6.7e-05 -7e-06
-3837.64615 -1e-05 -1.5e-05 6.3e-05 4.1e-05 9.6e-05
-3836.64546 -3.8e-05 7e-06 -4.1e-05 1e-06 7e-06
-3835.64477 -2.3e-05 -2e-05 -5.4e-05 0.000153 4e-06
-3834.64408 3.6e-05 -9.7e-05 -7.4e-05 -5.2e-05 0.000131
-3833.64339 -3e-05 -2e-05 -4e-06 0.000154 -7e-06
-3832.6427 9e-06 -4.2e-05 -2.2e-05 4.5e-05 6.4e-05
-3831.64201 5.8e-05 -3.9e-05 3.3e-05 8.1e-05 -2e-05
-3830.64132 -5.4e-05 -7.6e-05 2.5e-05 1.9e-05 6.5e-05
-3829.64063 -2.2e-05 -8.8e-05 2.8e-05 7.9e-05 -0.00016
-3828.63994 0.00012 2.2e-05 -8.1e-05 4.1e-05 -4e-06
-3827.63925 6.7e-05 -1e-05 1.5e-05 4e-06 3e-05
-3826.63856 -0.000181 -8.3e-05 1.4e-05 0.000134 5.9e-05
-3825.63787 -3.7e-05 5.2e-05 -4e-05 3e-05 5e-05
-3824.63718 -5e-06 -4.5e-05 -1.5e-05 -3.8e-05 8.6e-05
-3823.63649 -6.8e-05 0.000111 9.6e-05 -5.9e-05 8.9e-05
-3822.6358 0.000127 -0.000113 1.5e-05 -1.4e-05 7e-05
-3821.63511 3.2e-05 -0.000179 -4.6e-05 -1e-05 0.000116
-3820.63442 3.2e-05 9.9e-05 -2.3e-05 1e-05 0.000122
-3819.63373 -3.2e-05 -0.000149 -5e-06 -2.7e-05 -4e-06
-3818.63304 2e-06 -5.3e-05 1.8e-05 7.3e-05 0.000114
-3817.63235 -1e-06 -3.3e-05 -4.6e-05 4.7e-05 0.000171
-3816.63166 9e-05 -0.000101 7.3e-05 7.2e-05 0.000152
-3815.63097 0.000136 -5.7e-05 -2.6e-05 0.000111 7e-06
-3814.63028 4.9e-05 -2.7e-05 -3.4e-05 -1.5e-05 -7e-06
-3813.62959 5.3e-05 -7.3e-05 -5.8e-05 -0.000143 0.000102
-3812.6289 -2.2e-05 -3e-05 6e-06 -3.6e-05 -9e-06
-3811.62821 8e-05 -0.000105 9e-06 5.4e-05 7e-05
-3810.62752 0.000138 -1.7e-05 -8.4e-05 4.6e-05 5.1e-05
-3809.62683 -0.00017 -2.3e-05 -9.7e-05 2.3e-05 -7.5e-05
-3808.62614 0.000121 -5.4e-05 4.2e-05 -7e-06 7.7e-05
-3807.62545 6.6e-05 1.1e-05 -6e-05 1.6e-05 2e-05
-3806.62476 6.1e-05 -4.4e-05 -0.000192 -4.3e-05 3.5e-05
-3805.62407 0.00012 9e-06 -0.000134 -8.7e-05 -3e-05
-3804.62338 -9.8e-05 -0.000161 0.000126 0.000108 1e-06
-3803.62269 -4.1e-05 -2.4e-05 3.4e-05 5.2e-05 -8.7e-05
-3802.622 0.000183 5.3e-05 5.1e-05 -4.6e-05 0.000186
-3801.62131 0.000124 -0.000181 4e-05 -2e-05 5.2e-05
-3800.62062 -4.5e-05 8.7e-05 -3.7e-05 8.6e-05 4.1e-05
-3799.61993 -1.9e-05 1.2e-05 1.4e-05 2.6e-05 3.2e-05
-3798.61924 1.3e-05 4e-06 -4.7e-05 -0.000105 0.000116
-3797.61855 -3.4e-05 -8.9e-05 1.8e-05 -9e-06 8.8e-05
-3796.61786 6.4e-05 -5.8e-05 0.000102 2e-06 -3.5e-05
-3795.61717 -3.9e-05 -1.3e-05 -2.5e-05 0.000115 7.8e-05
-3794.61648 -8.7e-05 -3.7e-05 -4e-05 -1e-06 5.7e-05
-3793.61579 -0.000135 -6.5e-05 2.4e-05 4.4e-05 -5.5e-05
-3792.6151 -0.000123 0.000146 6.1e-05 6.2e-05 -8e-06
-3791.61441 -0.000121 -0.000131 -6.7e-05 -4e-06 2.3e-05
-3790.61372 5.4e-05 -0.000109 -4.4e-05 4.8e-05 1.7e-05
-3789.61303 -1.2e-05 -3.3e-05 2.5e-05 -9.3e-05 0.00024
-3788.61234 5.7e-05 -2e-06 2.7e-05 -0.00013 -4.1e-05
-3787.61165 3.1e-05 -4.8e-05 5.8e-05 2.4e-05 0.000113
-3786.61096 9.3e-05 6e-06 6.1e-05 -1.3e-05 0.00012
-3785.61027 0.000116 -8e-06 -1.1e-05 -2e-05 8.5e-05
-3784.60958 9.1e-05 -7.3e-05 -2.6e-05 -6.6e-05 0.000115
-3783.60889 3.8e-05 -0.00011 -1.5e-05 -0.000141 0.00011
-3782.6082 -1e-06 5.7e-05 3e-06 7.4e-05 3.6e-05
